"Town","FIPS","Year","Social Security Status","Measure Type","Variable","Value"
"Colebrook","0900516050","2009-2013","With SSI","Number","Margins of Error",42
"Colebrook","0900516050","2009-2013","With SSI","Number","Social Security Status",191
"Colebrook","0900516050","2009-2013","With SSI","Percent","Margins of Error",7.7
"Colebrook","0900516050","2009-2013","With SSI","Percent","Social Security Status",32.6
"Colebrook","0900516050","2010-2014","Total","Number","Margins of Error",52
"Colebrook","0900516050","2010-2014","Total","Number","Social Security Status",615
"Colebrook","0900516050","2010-2014","Without SSI","Number","Margins of Error",46
"Colebrook","0900516050","2010-2014","Without SSI","Number","Social Security Status",394
"Colebrook","0900516050","2010-2014","Without SSI","Percent","Margins of Error",5.2
"Colebrook","0900516050","2010-2014","Without SSI","Percent","Social Security Status",64.1
"Colebrook","0900516050","2010-2014","With SSI","Number","Margins of Error",38
"Colebrook","0900516050","2010-2014","With SSI","Number","Social Security Status",221
"Colebrook","0900516050","2010-2014","With SSI","Percent","Margins of Error",5.4
"Colebrook","0900516050","2010-2014","With SSI","Percent","Social Security Status",35.9
"Colebrook","0900516050","2011-2015","Total","Number","Margins of Error",54
"Colebrook","0900516050","2011-2015","Total","Number","Social Security Status",599
"Colebrook","0900516050","2011-2015","Without SSI","Number","Margins of Error",45
"Colebrook","0900516050","2011-2015","Without SSI","Number","Social Security Status",378
"Colebrook","0900516050","2011-2015","Without SSI","Percent","Margins of Error",9.4
"Colebrook","0900516050","2011-2015","Without SSI","Percent","Social Security Status",63.1
"Colebrook","0900516050","2011-2015","With SSI","Number","Margins of Error",41
"Colebrook","0900516050","2011-2015","With SSI","Number","Social Security Status",221
"Colebrook","0900516050","2011-2015","With SSI","Percent","Margins of Error",7.6
"Colebrook","0900516050","2011-2015","With SSI","Percent","Social Security Status",36.9
"Colebrook","0900516050","2012-2016","Total","Number","Margins of Error",50
"Colebrook","0900516050","2012-2016","Total","Number","Social Security Status",588
"Colebrook","0900516050","2012-2016","Without SSI","Number","Margins of Error",52
"Colebrook","0900516050","2012-2016","Without SSI","Number","Social Security Status",371
"Colebrook","0900516050","2012-2016","Without SSI","Percent","Margins of Error",10.3
"Colebrook","0900516050","2012-2016","Without SSI","Percent","Social Security Status",63.1
"Colebrook","0900516050","2012-2016","With SSI","Number","Margins of Error",35
"Colebrook","0900516050","2012-2016","With SSI","Number","Social Security Status",217
"Colebrook","0900516050","2012-2016","With SSI","Percent","Margins of Error",6.7
"Colebrook","0900516050","2012-2016","With SSI","Percent","Social Security Status",36.9
"Columbia","0901316400","2006-2010","Total","Number","Margins of Error",115
"Columbia","0901316400","2006-2010","Total","Number","Social Security Status",2109
"Columbia","0901316400","2006-2010","Without SSI","Number","Margins of Error",130
"Columbia","0901316400","2006-2010","Without SSI","Number","Social Security Status",1442
"Columbia","0901316400","2006-2010","Without SSI","Percent","Margins of Error",7.2
"Columbia","0901316400","2006-2010","Without SSI","Percent","Social Security Status",68.4
"Columbia","0901316400","2006-2010","With SSI","Number","Margins of Error",132
"Columbia","0901316400","2006-2010","With SSI","Number","Social Security Status",667
"Columbia","0901316400","2006-2010","With SSI","Percent","Margins of Error",6.5
"Columbia","0901316400","2006-2010","With SSI","Percent","Social Security Status",31.6
"Columbia","0901316400","2007-2011","Total","Number","Margins of Error",140
"Columbia","0901316400","2007-2011","Total","Number","Social Security Status",2091
"Columbia","0901316400","2007-2011","Without SSI","Number","Margins of Error",142
"Columbia","0901316400","2007-2011","Without SSI","Number","Social Security Status",1475
"Columbia","0901316400","2007-2011","Without SSI","Percent","Margins of Error",8.3
"Columbia","0901316400","2007-2011","Without SSI","Percent","Social Security Status",70.5
"Columbia","0901316400","2007-2011","With SSI","Number","Margins of Error",128
"Columbia","0901316400","2007-2011","With SSI","Number","Social Security Status",616
"Columbia","0901316400","2007-2011","With SSI","Percent","Margins of Error",6.4
"Columbia","0901316400","2007-2011","With SSI","Percent","Social Security Status",29.5
"Columbia","0901316400","2008-2012","Total","Number","Margins of Error",129
"Columbia","0901316400","2008-2012","Total","Number","Social Security Status",2083
"Columbia","0901316400","2008-2012","Without SSI","Number","Margins of Error",142
"Columbia","0901316400","2008-2012","Without SSI","Number","Social Security Status",1502
"Columbia","0901316400","2008-2012","Without SSI","Percent","Margins of Error",8.1
"Columbia","0901316400","2008-2012","Without SSI","Percent","Social Security Status",72.1
"Columbia","0901316400","2008-2012","With SSI","Number","Margins of Error",98
"Columbia","0901316400","2008-2012","With SSI","Number","Social Security Status",581
"Columbia","0901316400","2008-2012","With SSI","Percent","Margins of Error",5
"Columbia","0901316400","2008-2012","With SSI","Percent","Social Security Status",27.9
"Columbia","0901316400","2009-2013","Total","Number","Margins of Error",134
"Columbia","0901316400","2009-2013","Total","Number","Social Security Status",2116
"Columbia","0901316400","2009-2013","Without SSI","Number","Margins of Error",143
"Columbia","0901316400","2009-2013","Without SSI","Number","Social Security Status",1470
"Columbia","0901316400","2009-2013","Without SSI","Percent","Margins of Error",8.1
"Columbia","0901316400","2009-2013","Without SSI","Percent","Social Security Status",69.5
"Columbia","0901316400","2009-2013","With SSI","Number","Margins of Error",105
"Columbia","0901316400","2009-2013","With SSI","Number","Social Security Status",646
"Columbia","0901316400","2009-2013","With SSI","Percent","Margins of Error",5.3
"Columbia","0901316400","2009-2013","With SSI","Percent","Social Security Status",30.5
"Columbia","0901316400","2010-2014","Total","Number","Margins of Error",131
"Columbia","0901316400","2010-2014","Total","Number","Social Security Status",2079
"Columbia","0901316400","2010-2014","Without SSI","Number","Margins of Error",117
"Columbia","0901316400","2010-2014","Without SSI","Number","Social Security Status",1466
"Columbia","0901316400","2010-2014","Without SSI","Percent","Margins of Error",3.5
"Columbia","0901316400","2010-2014","Without SSI","Percent","Social Security Status",70.5
"Columbia","0901316400","2010-2014","With SSI","Number","Margins of Error",95
"Columbia","0901316400","2010-2014","With SSI","Number","Social Security Status",613
"Columbia","0901316400","2010-2014","With SSI","Percent","Margins of Error",4.2
"Columbia","0901316400","2010-2014","With SSI","Percent","Social Security Status",29.5
"Columbia","0901316400","2011-2015","Total","Number","Margins of Error",141
"Columbia","0901316400","2011-2015","Total","Number","Social Security Status",2063
"Columbia","0901316400","2011-2015","Without SSI","Number","Margins of Error",133
"Columbia","0901316400","2011-2015","Without SSI","Number","Social Security Status",1440
"Columbia","0901316400","2011-2015","Without SSI","Percent","Margins of Error",8
"Columbia","0901316400","2011-2015","Without SSI","Percent","Social Security Status",69.8
"Columbia","0901316400","2011-2015","With SSI","Number","Margins of Error",105
"Columbia","0901316400","2011-2015","With SSI","Number","Social Security Status",623
"Columbia","0901316400","2011-2015","With SSI","Percent","Margins of Error",5.5
"Columbia","0901316400","2011-2015","With SSI","Percent","Social Security Status",30.2
"Columbia","0901316400","2012-2016","Total","Number","Margins of Error",115
"Columbia","0901316400","2012-2016","Total","Number","Social Security Status",2043
"Columbia","0901316400","2012-2016","Without SSI","Number","Margins of Error",111
"Columbia","0901316400","2012-2016","Without SSI","Number","Social Security Status",1371
"Columbia","0901316400","2012-2016","Without SSI","Percent","Margins of Error",6.6
"Columbia","0901316400","2012-2016","Without SSI","Percent","Social Security Status",67.1
"Columbia","0901316400","2012-2016","With SSI","Number","Margins of Error",97
"Columbia","0901316400","2012-2016","With SSI","Number","Social Security Status",672
"Columbia","0901316400","2012-2016","With SSI","Percent","Margins of Error",5.1
"Columbia","0901316400","2012-2016","With SSI","Percent","Social Security Status",32.9
"Connecticut","09","2006-2010","Total","Number","Margins of Error",2943
"Connecticut","09","2006-2010","Total","Number","Social Security Status",1359218
"Connecticut","09","2006-2010","Without SSI","Number","Margins of Error",2955
"Connecticut","09","2006-2010","Without SSI","Number","Social Security Status",975085
"Connecticut","09","2006-2010","Without SSI","Percent","Margins of Error",0.3
"Connecticut","09","2006-2010","Without SSI","Percent","Social Security Status",71.7
"Connecticut","09","2006-2010","With SSI","Number","Margins of Error",2184
"Connecticut","09","2006-2010","With SSI","Number","Social Security Status",384133
"Connecticut","09","2006-2010","With SSI","Percent","Margins of Error",0.2
"Connecticut","09","2006-2010","With SSI","Percent","Social Security Status",28.3
"Connecticut","09","2007-2011","Total","Number","Margins of Error",3316
"Connecticut","09","2007-2011","Total","Number","Social Security Status",1360115
"Connecticut","09","2007-2011","Without SSI","Number","Margins of Error",3428
"Connecticut","09","2007-2011","Without SSI","Number","Social Security Status",972386
"Connecticut","09","2007-2011","Without SSI","Percent","Margins of Error",0.3
"Connecticut","09","2007-2011","Without SSI","Percent","Social Security Status",71.5
"Connecticut","09","2007-2011","With SSI","Number","Margins of Error",2456
"Connecticut","09","2007-2011","With SSI","Number","Social Security Status",387729
"Connecticut","09","2007-2011","With SSI","Percent","Margins of Error",0.2
"Connecticut","09","2007-2011","With SSI","Percent","Social Security Status",28.5
"Connecticut","09","2008-2012","Total","Number","Margins of Error",3254
"Connecticut","09","2008-2012","Total","Number","Social Security Status",1360184
"Connecticut","09","2008-2012","Without SSI","Number","Margins of Error",3281
"Connecticut","09","2008-2012","Without SSI","Number","Social Security Status",968689
"Connecticut","09","2008-2012","Without SSI","Percent","Margins of Error",0.3
"Connecticut","09","2008-2012","Without SSI","Percent","Social Security Status",71.2
"Connecticut","09","2008-2012","With SSI","Number","Margins of Error",2413
"Connecticut","09","2008-2012","With SSI","Number","Social Security Status",391495
"Connecticut","09","2008-2012","With SSI","Percent","Margins of Error",0.2
"Connecticut","09","2008-2012","With SSI","Percent","Social Security Status",28.8
"Connecticut","09","2009-2013","Total","Number","Margins of Error",3506
"Connecticut","09","2009-2013","Total","Number","Social Security Status",1355849
"Connecticut","09","2009-2013","Without SSI","Number","Margins of Error",3734
"Connecticut","09","2009-2013","Without SSI","Number","Social Security Status",961780
"Connecticut","09","2009-2013","Without SSI","Percent","Margins of Error",0.3
"Connecticut","09","2009-2013","Without SSI","Percent","Social Security Status",70.9
"Connecticut","09","2009-2013","With SSI","Number","Margins of Error",2460
"Connecticut","09","2009-2013","With SSI","Number","Social Security Status",394069
"Connecticut","09","2009-2013","With SSI","Percent","Margins of Error",0.2
"Connecticut","09","2009-2013","With SSI","Percent","Social Security Status",29.1
"Connecticut","09","2010-2014","Total","Number","Margins of Error",2983
"Connecticut","09","2010-2014","Total","Number","Social Security Status",1356206
"Connecticut","09","2010-2014","Without SSI","Number","Margins of Error",2847
"Connecticut","09","2010-2014","Without SSI","Number","Social Security Status",958454
"Connecticut","09","2010-2014","Without SSI","Percent","Margins of Error",0.1
"Connecticut","09","2010-2014","Without SSI","Percent","Social Security Status",70.7
"Connecticut","09","2010-2014","With SSI","Number","Margins of Error",2126
"Connecticut","09","2010-2014","With SSI","Number","Social Security Status",397752
